GEOID,tract,county,state,hhincome,race.tot,race.white,race.black
13067031404,Census Tract 314.04,Cobb County,Georgia,72108,6055,2827,2991
13063040303,Census Tract 403.03,Clayton County,Georgia,37236,6782,1901,3924
13063040515,Census Tract 405.15,Clayton County,Georgia,42407,8029,1041,5953
13063040612,Census Tract 406.12,Clayton County,Georgia,29157,7282,1748,4809
13067030218,Census Tract 302.18,Cobb County,Georgia,137260,5280,3833,714
13067030227,Census Tract 302.27,Cobb County,Georgia,62581,7860,4944,1760
13067030328,Census Tract 303.28,Cobb County,Georgia,125707,6557,5270,599
13067030344,Census Tract 303.44,Cobb County,Georgia,45915,3726,1238,1872
13089020100,Census Tract 201,DeKalb County,Georgia,174526,2076,1966,36
13089020801,Census Tract 208.01,DeKalb County,Georgia,92594,2619,1508,914
13089021504,Census Tract 215.04,DeKalb County,Georgia,58519,5106,3710,527
13089021907,Census Tract 219.07,DeKalb County,Georgia,50257,8711,1821,6502
13089022402,Census Tract 224.02,DeKalb County,Georgia,38944,6188,2902,860
13089023204,Census Tract 232.04,DeKalb County,Georgia,50500,6923,1030,5637
13089023501,Census Tract 235.01,DeKalb County,Georgia,31591,3419,218,3147
13121000500,Census Tract 5,Fulton County,Georgia,85750,5572,3848,1136
13121003900,Census Tract 39,Fulton County,Georgia,36174,2522,29,2471
13121005501,Census Tract 55.01,Fulton County,Georgia,30469,2298,469,1695
13121006200,Census Tract 62,Fulton County,Georgia,27115,1664,111,1482
13121007300,Census Tract 73,Fulton County,Georgia,24465,7880,268,7273
13121009102,Census Tract 91.02,Fulton County,Georgia,54174,3160,1987,717
13121010107,Census Tract 101.07,Fulton County,Georgia,174875,2004,1919,35
13121010209,Census Tract 102.09,Fulton County,Georgia,60614,5836,2788,2419
13121011421,Census Tract 114.21,Fulton County,Georgia,47428,4451,2384,1359
13121011614,Census Tract 116.14,Fulton County,Georgia,74191,14013,7273,3116
13089021208,Census Tract 212.08,DeKalb County,Georgia,67850,4273,2990,449
13089021301,Census Tract 213.01,DeKalb County,Georgia,50081,4219,1961,1163
13089021414,Census Tract 214.14,DeKalb County,Georgia,45966,4092,1629,1333
13089021704,Census Tract 217.04,DeKalb County,Georgia,93529,5770,4401,469
13089022100,Census Tract 221,DeKalb County,Georgia,34479,3280,726,2047
13089022401,Census Tract 224.01,DeKalb County,Georgia,86366,3708,2987,347
13089023108,Census Tract 231.08,DeKalb County,Georgia,31078,4498,303,3967
13089023210,Census Tract 232.10,DeKalb County,Georgia,39583,6762,328,6342
13089023312,Census Tract 233.12,DeKalb County,Georgia,65716,10131,421,9273
13089023416,Census Tract 234.16,DeKalb County,Georgia,64215,6811,193,6572
13089023803,Census Tract 238.03,DeKalb County,Georgia,46055,5844,951,4674
13121010304,Census Tract 103.04,Fulton County,Georgia,79397,16085,914,14835
13121010516,Census Tract 105.16,Fulton County,Georgia,50030,9424,353,8553
13121011303,Census Tract 113.03,Fulton County,Georgia,45000,9355,847,7735
13121011418,Census Tract 114.18,Fulton County,Georgia,130653,6435,6049,358
13121011620,Census Tract 116.20,Fulton County,Georgia,120227,10558,6935,889
13121006801,Census Tract 68.01,Fulton County,Georgia,NA,2494,686,1376
13121007603,Census Tract 76.03,Fulton County,Georgia,13792,4613,63,4473
13121008000,Census Tract 80,Fulton County,Georgia,41450,5965,131,5776
13121008602,Census Tract 86.02,Fulton County,Georgia,36815,1348,104,1208
13121010106,Census Tract 101.06,Fulton County,Georgia,74167,4382,3075,1161
13121010122,Census Tract 101.22,Fulton County,Georgia,78542,6635,2668,831
13063040414,Census Tract 404.14,Clayton County,Georgia,35000,1988,771,955
13063040516,Census Tract 405.16,Clayton County,Georgia,43485,5835,630,4489
13063040609,Census Tract 406.09,Clayton County,Georgia,57092,5887,1324,3744
13063040622,Census Tract 406.22,Clayton County,Georgia,48278,8244,1568,5318
13067030410,Census Tract 304.10,Cobb County,Georgia,57319,4719,3533,863
13067030601,Census Tract 306.01,Cobb County,Georgia,62893,9006,4504,2585
13067031005,Census Tract 310.05,Cobb County,Georgia,63617,5417,2214,1829
13067031306,Census Tract 313.06,Cobb County,Georgia,59981,4251,2031,1873
13067031406,Census Tract 314.06,Cobb County,Georgia,34437,8184,2459,5272
13067030314,Census Tract 303.14,Cobb County,Georgia,99899,8429,6594,632
13063040509,Census Tract 405.09,Clayton County,Georgia,59773,4375,299,3823
13067030228,Census Tract 302.28,Cobb County,Georgia,46363,7426,5207,1640
13067031108,Census Tract 311.08,Cobb County,Georgia,50752,4939,2583,2062
13121006400,Census Tract 64,Fulton County,Georgia,43690,1075,337,522
13121010118,Census Tract 101.18,Fulton County,Georgia,43902,6028,3288,2113
13067030318,Census Tract 303.18,Cobb County,Georgia,144698,7778,6902,41
13121007805,Census Tract 78.05,Fulton County,Georgia,33255,3540,49,3426
13121011618,Census Tract 116.18,Fulton County,Georgia,110335,4709,2841,545
13067030333,Census Tract 303.33,Cobb County,Georgia,119177,5857,4699,332
13089023313,Census Tract 233.13,DeKalb County,Georgia,47010,5579,55,5179
13121010120,Census Tract 101.20,Fulton County,Georgia,67727,2486,1642,578
13121002100,Census Tract 21,Fulton County,Georgia,51250,2640,773,1626
13063040525,Census Tract 405.25,Clayton County,Georgia,41819,3083,284,2553
13121010211,Census Tract 102.11,Fulton County,Georgia,138393,2738,2672,29
13121000400,Census Tract 4,Fulton County,Georgia,91857,1805,1525,202
13121007200,Census Tract 72,Fulton County,Georgia,24722,2307,25,2154
13121010604,Census Tract 106.04,Fulton County,Georgia,33133,2898,263,2342
13121011612,Census Tract 116.12,Fulton County,Georgia,110329,3387,2390,125
